Item,LowLevelCode,SourceType,Week,GR,SR,PAB,NR,PORcpt,PORel
FRAME-ROAD,1,M,5,163.636,0.0,170.0,163.636,163.636,132.323
FRAME-ROAD,1,M,6,145.455,0.0,170.0,145.455,145.455,120.202
FRAME-ROAD,1,M,7,132.323,0.0,170.0,132.323,132.323,109.091
FRAME-ROAD,1,M,8,120.202,0.0,170.0,120.202,120.202,101.01
FRAME-ROAD,1,M,9,109.091,0.0,170.0,109.091,109.091,109.091
FRAME-ROAD,1,M,10,101.01,0.0,170.0,101.01,101.01,0.0
FRAME-ROAD,1,M,11,109.091,0.0,170.0,109.091,109.091,0.0
FRAME-ROAD,1,M,12,0.0,0.0,170.0,0.0,0.0,0.0
SADDLE-ASSY,1,P,1,313.131,0.0,1536.869,0.0,0.0,0.0
SADDLE-ASSY,1,P,2,0.0,0.0,1536.869,0.0,0.0,0.0
SADDLE-ASSY,1,P,3,174.747,0.0,1362.121,0.0,0.0,2669.0
SADDLE-ASSY,1,P,4,348.485,0.0,1013.636,0.0,0.0,0.0
SADDLE-ASSY,1,P,5,659.596,0.0,3023.04,475.96,2669.0,0.0
SADDLE-ASSY,1,P,6,328.283,0.0,2694.758,0.0,0.0,0.0
SADDLE-ASSY,1,P,7,628.283,0.0,2066.475,0.0,0.0,0.0
SADDLE-ASSY,1,P,8,303.03,0.0,1763.444,0.0,0.0,0.0
SADDLE-ASSY,1,P,9,291.919,0.0,1471.525,0.0,0.0,2669.0
SADDLE-ASSY,1,P,10,596.97,0.0,874.556,0.0,0.0,0.0
SADDLE-ASSY,1,P,11,291.919,0.0,3251.636,247.364,2669.0,0.0
SADDLE-ASSY,1,P,12,0.0,0.0,3251.636,0.0,0.0,0.0
WHEEL-20,1,M,1,626.263,0.0,523.737,0.0,0.0,0.0
WHEEL-20,1,M,2,0.0,0.0,523.737,0.0,0.0,0.0
WHEEL-20,1,M,3,0.0,0.0,523.737,0.0,0.0,0.0
WHEEL-20,1,M,4,0.0,0.0,523.737,0.0,0.0,630.0
WHEEL-20,1,M,5,626.263,0.0,527.475,572.525,630.0,0.0
WHEEL-20,1,M,6,0.0,0.0,527.475,0.0,0.0,630.0
WHEEL-20,1,M,7,626.263,0.0,531.212,568.788,630.0,0.0
WHEEL-20,1,M,8,0.0,0.0,531.212,0.0,0.0,0.0
WHEEL-20,1,M,9,0.0,0.0,531.212,0.0,0.0,630.0
WHEEL-20,1,M,10,626.263,0.0,534.949,565.051,630.0,0.0
WHEEL-20,1,M,11,0.0,0.0,534.949,0.0,0.0,0.0
WHEEL-20,1,M,12,0.0,0.0,534.949,0.0,0.0,0.0
WHEEL-26,1,M,1,0.0,0.0,1150.0,0.0,0.0,0.0
WHEEL-26,1,M,2,0.0,0.0,1150.0,0.0,0.0,0.0
WHEEL-26,1,M,3,169.697,0.0,980.303,0.0,0.0,0.0
WHEEL-26,1,M,4,365.657,0.0,614.646,0.0,0.0,221.01
WHEEL-26,1,M,5,365.657,0.0,470.0,221.01,221.01,365.657
WHEEL-26,1,M,6,365.657,0.0,470.0,365.657,365.657,365.657
WHEEL-26,1,M,7,365.657,0.0,470.0,365.657,365.657,365.657
WHEEL-26,1,M,8,365.657,0.0,470.0,365.657,365.657,365.657
WHEEL-26,1,M,9,365.657,0.0,470.0,365.657,365.657,365.657
WHEEL-26,1,M,10,365.657,0.0,470.0,365.657,365.657,365.657
WHEEL-26,1,M,11,365.657,0.0,470.0,365.657,365.657,0.0
WHEEL-26,1,M,12,0.0,0.0,470.0,0.0,0.0,0.0
WHEEL-700C,1,M,1,0.0,0.0,730.0,0.0,0.0,0.0
WHEEL-700C,1,M,2,0.0,0.0,730.0,0.0,0.0,0.0
WHEEL-700C,1,M,3,179.798,0.0,550.202,0.0,0.0,101.111
WHEEL-700C,1,M,4,331.313,0.0,320.0,101.111,101.111,327.273
WHEEL-700C,1,M,5,327.273,0.0,320.0,327.273,327.273,290.909
WHEEL-700C,1,M,6,290.909,0.0,320.0,290.909,290.909,264.646
WHEEL-700C,1,M,7,264.646,0.0,320.0,264.646,264.646,240.404
WHEEL-700C,1,M,8,240.404,0.0,320.0,240.404,240.404,218.182
WHEEL-700C,1,M,9,218.182,0.0,320.0,218.182,218.182,202.02
WHEEL-700C,1,M,10,202.02,0.0,320.0,202.02,202.02,218.182
WHEEL-700C,1,M,11,218.182,0.0,320.0,218.182,218.182,0.0
WHEEL-700C,1,M,12,0.0,0.0,320.0,0.0,0.0,0.0
CHAIN,2,P,1,0.0,0.0,1850.0,0.0,0.0,0.0
CHAIN,2,P,2,0.0,0.0,1850.0,0.0,0.0,3700.0
CHAIN,2,P,3,25.814,0.0,1824.186,0.0,0.0,0.0
CHAIN,2,P,4,1206.203,0.0,4317.983,222.017,3700.0,0.0
CHAIN,2,P,5,331.599,0.0,3986.384,0.0,0.0,0.0
CHAIN,2,P,6,318.335,0.0,3668.049,0.0,0.0,0.0
CHAIN,2,P,7,306.091,0.0,3361.958,0.0,0.0,0.0
CHAIN,2,P,8,294.868,0.0,3067.09,0.0,0.0,0.0
CHAIN,2,P,9,1205.897,0.0,1861.193,0.0,0.0,0.0
CHAIN,2,P,10,294.868,0.0,1566.325,0.0,0.0,0.0
CHAIN,2,P,11,0.0,0.0,1566.325,0.0,0.0,0.0
CHAIN,2,P,12,0.0,0.0,1566.325,0.0,0.0,0.0
CRANKSET,2,P,1,0.0,0.0,2050.0,0.0,0.0,1150.0
CRANKSET,2,P,2,0.0,0.0,2050.0,0.0,0.0,0.0
CRANKSET,2,P,3,25.814,0.0,2024.186,0.0,0.0,0.0
CRANKSET,2,P,4,1206.203,0.0,1967.983,162.017,1150.0,0.0
CRANKSET,2,P,5,331.599,0.0,1636.384,0.0,0.0,1150.0
CRANKSET,2,P,6,318.335,0.0,1318.049,0.0,0.0,1150.0
CRANKSET,2,P,7,306.091,0.0,1011.958,0.0,0.0,0.0
CRANKSET,2,P,8,294.868,0.0,1867.09,262.91,1150.0,0.0
CRANKSET,2,P,9,1205.897,0.0,1811.193,318.807,1150.0,0.0
CRANKSET,2,P,10,294.868,0.0,1516.325,0.0,0.0,0.0
CRANKSET,2,P,11,0.0,0.0,1516.325,0.0,0.0,0.0
CRANKSET,2,P,12,0.0,0.0,1516.325,0.0,0.0,0.0
DERAILLEUR,2,P,1,0.0,0.0,1520.0,240.0,910.0,1820.0
DERAILLEUR,2,P,2,0.0,0.0,1520.0,0.0,0.0,0.0
DERAILLEUR,2,P,3,25.814,0.0,1494.186,0.0,0.0,0.0
DERAILLEUR,2,P,4,287.012,0.0,1207.175,0.0,0.0,910.0
DERAILLEUR,2,P,5,331.599,0.0,875.576,0.0,0.0,0.0
DERAILLEUR,2,P,6,318.335,0.0,1467.241,292.759,910.0,0.0
DERAILLEUR,2,P,7,306.091,0.0,1161.15,0.0,0.0,0.0
DERAILLEUR,2,P,8,294.868,0.0,866.282,0.0,0.0,0.0
DERAILLEUR,2,P,9,286.705,0.0,1489.577,270.423,910.0,0.0
DERAILLEUR,2,P,10,294.868,0.0,1194.709,0.0,0.0,0.0
DERAILLEUR,2,P,11,0.0,0.0,1194.709,0.0,0.0,0.0
DERAILLEUR,2,P,12,0.0,0.0,1194.709,0.0,0.0,0.0
HUB-STD,2,P,1,0.0,0.0,4650.0,0.0,0.0,0.0
HUB-STD,2,P,2,0.0,0.0,4650.0,0.0,0.0,4995.0
HUB-STD,2,P,3,102.132,0.0,4547.868,0.0,0.0,0.0
HUB-STD,2,P,4,1190.185,0.0,3357.683,0.0,0.0,0.0
HUB-STD,2,P,5,663.198,0.0,2694.485,0.0,0.0,0.0
HUB-STD,2,P,6,1273.033,0.0,6416.452,978.548,4995.0,0.0
HUB-STD,2,P,7,612.182,0.0,5804.269,0.0,0.0,0.0
HUB-STD,2,P,8,589.736,0.0,5214.534,0.0,0.0,0.0
HUB-STD,2,P,9,1209.775,0.0,4004.759,0.0,0.0,0.0
HUB-STD,2,P,10,589.736,0.0,3415.023,0.0,0.0,0.0
HUB-STD,2,P,11,0.0,0.0,3415.023,0.0,0.0,0.0
HUB-STD,2,P,12,0.0,0.0,3415.023,0.0,0.0,0.0
PAINT-PWD,2,P,1,25.231,0.0,584.769,0.0,0.0,0.0
PAINT-PWD,2,P,2,52.313,0.0,532.456,0.0,0.0,1664.0
PAINT-PWD,2,P,3,176.598,0.0,355.859,0.0,0.0,0.0
PAINT-PWD,2,P,4,113.291,0.0,1906.568,47.432,1664.0,0.0
PAINT-PWD,2,P,5,193.355,0.0,1713.213,0.0,0.0,0.0
PAINT-PWD,2,P,6,105.316,0.0,1607.897,0.0,0.0,0.0
PAINT-PWD,2,P,7,101.808,0.0,1506.089,0.0,0.0,0.0
PAINT-PWD,2,P,8,183.466,0.0,1322.623,0.0,0.0,0.0
PAINT-PWD,2,P,9,101.808,0.0,1220.816,0.0,0.0,0.0
PAINT-PWD,2,P,10,0.0,0.0,1220.816,0.0,0.0,0.0
PAINT-PWD,2,P,11,0.0,0.0,1220.816,0.0,0.0,0.0
PAINT-PWD,2,P,12,0.0,0.0,1220.816,0.0,0.0,0.0
RIM-20,2,P,1,0.0,0.0,1300.0,0.0,0.0,0.0
RIM-20,2,P,2,0.0,0.0,1300.0,0.0,0.0,0.0
RIM-20,2,P,3,0.0,0.0,1300.0,0.0,0.0,0.0
RIM-20,2,P,4,636.364,0.0,663.636,0.0,0.0,800.0
RIM-20,2,P,5,0.0,0.0,663.636,0.0,0.0,0.0
RIM-20,2,P,6,636.364,0.0,827.273,582.727,800.0,0.0
RIM-20,2,P,7,0.0,0.0,827.273,0.0,0.0,800.0
RIM-20,2,P,8,0.0,0.0,827.273,0.0,0.0,0.0
RIM-20,2,P,9,636.364,0.0,990.909,419.091,800.0,0.0
RIM-20,2,P,10,0.0,0.0,990.909,0.0,0.0,0.0
RIM-20,2,P,11,0.0,0.0,990.909,0.0,0.0,0.0
RIM-20,2,P,12,0.0,0.0,990.909,0.0,0.0,0.0
RIM-26,2,P,1,0.0,0.0,1600.0,0.0,0.0,0.0
RIM-26,2,P,2,0.0,0.0,1600.0,0.0,0.0,0.0
RIM-26,2,P,3,0.0,0.0,1600.0,0.0,0.0,910.0
RIM-26,2,P,4,223.243,0.0,1376.757,0.0,0.0,0.0
RIM-26,2,P,5,369.35,0.0,1007.407,0.0,0.0,0.0
RIM-26,2,P,6,369.35,0.0,1548.057,161.943,910.0,910.0
RIM-26,2,P,7,369.35,0.0,1178.707,0.0,0.0,0.0
RIM-26,2,P,8,369.35,0.0,809.357,0.0,0.0,0.0
RIM-26,2,P,9,369.35,0.0,1350.007,359.993,910.0,0.0
RIM-26,2,P,10,369.35,0.0,980.657,0.0,0.0,0.0
RIM-26,2,P,11,0.0,0.0,980.657,0.0,0.0,0.0
RIM-26,2,P,12,0.0,0.0,980.657,0.0,0.0,0.0
RIM-700C,2,P,1,0.0,0.0,1000.0,0.0,0.0,0.0
RIM-700C,2,P,2,0.0,0.0,1000.0,0.0,0.0,620.0
RIM-700C,2,P,3,102.132,0.0,897.868,0.0,0.0,0.0
RIM-700C,2,P,4,330.579,0.0,567.289,0.0,0.0,620.0
RIM-700C,2,P,5,293.848,0.0,893.441,246.559,620.0,0.0
RIM-700C,2,P,6,267.32,0.0,626.122,0.0,0.0,0.0
RIM-700C,2,P,7,242.832,0.0,1003.289,136.711,620.0,620.0
RIM-700C,2,P,8,220.386,0.0,782.904,0.0,0.0,0.0
RIM-700C,2,P,9,204.061,0.0,578.843,0.0,0.0,0.0
RIM-700C,2,P,10,220.386,0.0,978.457,161.543,620.0,0.0
RIM-700C,2,P,11,0.0,0.0,978.457,0.0,0.0,0.0
RIM-700C,2,P,12,0.0,0.0,978.457,0.0,0.0,0.0
SPOKE,2,P,1,0.0,0.0,130500.0,0.0,0.0,0.0
SPOKE,2,P,2,0.0,0.0,130500.0,0.0,0.0,0.0
SPOKE,2,P,3,3335.624,0.0,127164.376,0.0,0.0,0.0
SPOKE,2,P,4,36273.248,0.0,90891.128,0.0,0.0,87000.0
SPOKE,2,P,5,21659.898,0.0,69231.23,0.0,0.0,0.0
SPOKE,2,P,6,38979.069,0.0,117252.161,27747.839,87000.0,0.0
SPOKE,2,P,7,19993.752,0.0,97258.409,0.0,0.0,87000.0
SPOKE,2,P,8,19260.648,0.0,77997.761,0.0,0.0,0.0
SPOKE,2,P,9,36913.048,0.0,128084.713,16915.287,87000.0,0.0
SPOKE,2,P,10,19260.648,0.0,108824.065,0.0,0.0,0.0
SPOKE,2,P,11,0.0,0.0,108824.065,0.0,0.0,0.0
SPOKE,2,P,12,0.0,0.0,108824.065,0.0,0.0,0.0
TUBESET-KIDS,2,M,1,0.0,0.0,550.0,0.0,0.0,0.0
TUBESET-KIDS,2,M,2,0.0,0.0,550.0,0.0,0.0,320.0
TUBESET-KIDS,2,M,3,326.531,0.0,543.469,6.531,320.0,0.0
TUBESET-KIDS,2,M,4,0.0,0.0,543.469,0.0,0.0,320.0
TUBESET-KIDS,2,M,5,326.531,0.0,536.939,13.061,320.0,0.0
TUBESET-KIDS,2,M,6,0.0,0.0,536.939,0.0,0.0,0.0
TUBESET-KIDS,2,M,7,0.0,0.0,536.939,0.0,0.0,320.0
TUBESET-KIDS,2,M,8,326.531,0.0,530.408,19.592,320.0,0.0
TUBESET-KIDS,2,M,9,0.0,0.0,530.408,0.0,0.0,0.0
TUBESET-KIDS,2,M,10,0.0,0.0,530.408,0.0,0.0,0.0
TUBESET-KIDS,2,M,11,0.0,0.0,530.408,0.0,0.0,0.0
TUBESET-KIDS,2,M,12,0.0,0.0,530.408,0.0,0.0,0.0
TUBESET-MTB,2,M,1,0.0,0.0,550.0,0.0,0.0,0.0
TUBESET-MTB,2,M,2,0.0,0.0,550.0,0.0,0.0,0.0
TUBESET-MTB,2,M,3,112.76,0.0,437.24,0.0,0.0,0.0
TUBESET-MTB,2,M,4,186.559,0.0,250.68,0.0,0.0,155.879
TUBESET-MTB,2,M,5,186.559,0.0,220.0,155.879,155.879,186.559
TUBESET-MTB,2,M,6,186.559,0.0,220.0,186.559,186.559,186.559
TUBESET-MTB,2,M,7,186.559,0.0,220.0,186.559,186.559,186.559
TUBESET-MTB,2,M,8,186.559,0.0,220.0,186.559,186.559,186.559
TUBESET-MTB,2,M,9,186.559,0.0,220.0,186.559,186.559,0.0
TUBESET-MTB,2,M,10,0.0,0.0,220.0,0.0,0.0,0.0
TUBESET-MTB,2,M,11,0.0,0.0,220.0,0.0,0.0,0.0
TUBESET-MTB,2,M,12,0.0,0.0,220.0,0.0,0.0,0.0
TUBESET-ROAD,2,M,1,81.53,0.0,278.47,0.0,0.0,40.567
TUBESET-ROAD,2,M,2,169.037,0.0,150.0,40.567,40.567,166.976
TUBESET-ROAD,2,M,3,166.976,0.0,150.0,166.976,166.976,148.423
TUBESET-ROAD,2,M,4,148.423,0.0,150.0,148.423,148.423,135.024
TUBESET-ROAD,2,M,5,135.024,0.0,150.0,135.024,135.024,122.655
TUBESET-ROAD,2,M,6,122.655,0.0,150.0,122.655,122.655,111.317
TUBESET-ROAD,2,M,7,111.317,0.0,150.0,111.317,111.317,103.072
TUBESET-ROAD,2,M,8,103.072,0.0,150.0,103.072,103.072,111.317
TUBESET-ROAD,2,M,9,111.317,0.0,150.0,111.317,111.317,0.0
TUBESET-ROAD,2,M,10,0.0,0.0,150.0,0.0,0.0,0.0
TUBESET-ROAD,2,M,11,0.0,0.0,150.0,0.0,0.0,0.0
TUBESET-ROAD,2,M,12,0.0,0.0,150.0,0.0,0.0,0.0
TYRE-20,2,P,1,0.0,0.0,1350.0,0.0,0.0,0.0
TYRE-20,2,P,2,0.0,0.0,1350.0,0.0,0.0,0.0
TYRE-20,2,P,3,0.0,0.0,1350.0,0.0,0.0,800.0
TYRE-20,2,P,4,636.364,0.0,713.636,0.0,0.0,0.0
TYRE-20,2,P,5,0.0,0.0,713.636,0.0,0.0,0.0
TYRE-20,2,P,6,636.364,0.0,877.273,562.727,800.0,800.0
TYRE-20,2,P,7,0.0,0.0,877.273,0.0,0.0,0.0
TYRE-20,2,P,8,0.0,0.0,877.273,0.0,0.0,0.0
TYRE-20,2,P,9,636.364,0.0,1040.909,399.091,800.0,0.0
TYRE-20,2,P,10,0.0,0.0,1040.909,0.0,0.0,0.0
TYRE-20,2,P,11,0.0,0.0,1040.909,0.0,0.0,0.0
TYRE-20,2,P,12,0.0,0.0,1040.909,0.0,0.0,0.0
TYRE-26,2,P,1,0.0,0.0,1900.0,0.0,0.0,0.0
TYRE-26,2,P,2,0.0,0.0,1900.0,0.0,0.0,910.0
TYRE-26,2,P,3,0.0,0.0,1900.0,0.0,0.0,0.0
TYRE-26,2,P,4,223.243,0.0,1676.757,0.0,0.0,0.0
TYRE-26,2,P,5,369.35,0.0,1307.407,0.0,0.0,910.0
TYRE-26,2,P,6,369.35,0.0,1848.057,1.943,910.0,0.0
TYRE-26,2,P,7,369.35,0.0,1478.707,0.0,0.0,0.0
TYRE-26,2,P,8,369.35,0.0,1109.357,0.0,0.0,0.0
TYRE-26,2,P,9,369.35,0.0,1650.007,199.993,910.0,0.0
TYRE-26,2,P,10,369.35,0.0,1280.657,0.0,0.0,0.0
TYRE-26,2,P,11,0.0,0.0,1280.657,0.0,0.0,0.0
TYRE-26,2,P,12,0.0,0.0,1280.657,0.0,0.0,0.0
TYRE-700C,2,P,1,0.0,0.0,1070.0,140.0,620.0,1240.0
TYRE-700C,2,P,2,0.0,0.0,1070.0,0.0,0.0,0.0
TYRE-700C,2,P,3,102.132,0.0,967.868,0.0,0.0,620.0
TYRE-700C,2,P,4,330.579,0.0,637.289,0.0,0.0,0.0
TYRE-700C,2,P,5,293.848,0.0,963.441,246.559,620.0,0.0
TYRE-700C,2,P,6,267.32,0.0,696.122,0.0,0.0,620.0
TYRE-700C,2,P,7,242.832,0.0,1073.289,136.711,620.0,0.0
TYRE-700C,2,P,8,220.386,0.0,852.904,0.0,0.0,0.0
